Type,Price,Location,Area,Rooms,Bathrooms,Condition,Air conditioning,Garden,Heating,Furnished,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Pool,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views
apartment,1100.0,La Marsa,50,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no
apartment,1100.0,Les Berges Du Lac 2,70,1,1,Good condition,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,1100.0,Cité Mohamed Ali,115,3,1,Good condition,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no
apartment,2200.0,Les Jardins de Carthage,176,3,2,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,2200.0,Les Jardins de Carthage,63,1,1,New,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,no
apartment,1600.0,Les Jardins de Carthage,62,1,1,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,1000.0,Les Jardins de Carthage,71,1,1,Good condition,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1450.0,Les Jardins de Carthage,90,2,1,Good condition,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1900.0,Les Jardins de Carthage,119,2,2,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,2000.0,Les Berges Du Lac 2,160,2,1,Good condition,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,4000.0,Hammamet,250,2,1,New,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
apartment,1200.0,Les Jardins de Carthage,70,1,1,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1500.0,Khezama,134,2,1,Good condition,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no
house,1300.0,Hammamet,120,2,1,Good condition,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
apartment,1400.0,Hammamet,130,2,1,New,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1200.0,Bouhssina,136,3,1,New,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,3500.0,La Marsa,150,2,2,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
apartment,1200.0,Sousse Corniche,45,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no
apartment,1400.0,Aouina,120,2,2,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,1600.0,La Marsa,180,2,2,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no
house,2100.0,El Menzah 7,200,4,2,New,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no
house,3700.0,Les Jardins de Carthage,200,3,3,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,9000.0,Gammarth,1200,4,3,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes
house,7000.0,La Soukra,1500,6,6,New,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no
apartment,1400.0,Cité Du Stade,50,1,1,New,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
house,4500.0,Gammarth,350,4,3,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
apartment,2900.0,Les Jardins de Carthage,160,3,3,Good condition,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
house,3000.0,Yasmine Hammamet,200,4,3,New,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no
apartment,1000.0,Nabeul,95,2,1,New,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,850.0,Ain Zaghouan Nord,49,1,1,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,880.0,Aouina,60,1,1,Good condition,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
house,1100.0,Aouina,64,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no
apartment,2000.0,La Marsa,154,3,2,New,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
house,4900.0,Sahloul,600,4,3,New,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no
apartment,1200.0,Les Jardins de Carthage,65,1,1,New,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,850.0,Hammamet,100,2,1,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,700.0,Salambo,63,1,1,Good condition,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no
house,1200.0,Hammamet,200,2,1,Good condition,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1050.0,Aouina,140,3,2,Good condition,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,950.0,La Marsa,70,2,1,Good condition,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1100.0,Monastir Ville inMonastir Ville,110,3,1,New,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,1200.0,Gammarth,70,1,1,Good condition,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no
apartment,1050.0,Aouina,63,1,1,Good condition,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
house,5000.0,Les Berges Du Lac 2,240,3,2,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no
apartment,2000.0,La Marsa,85,1,1,New,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,5000.0,La Marsa,160,3,2,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,8000.0,Les Jardins de Carthage,380,4,5,New,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no
apartment,1800.0,Les Jardins de Carthage,82,2,1,New,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,2600.0,La Soukra,350,4,2,Good condition,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,6500.0,La Soukra,400,4,3,Good condition,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
apartment,1400.0,Les Jardins de Carthage,60,1,1,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no
apartment,3500.0,Les Berges Du Lac 2,80,1,1,New,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,1700.0,Gammarth Village,117,2,1,New,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
apartment,800.0,Hammamet,65,1,1,New,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no
apartment,3500.0,La Marsa,145,3,2,Good condition,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes
apartment,850.0,Ain Zaghouan Nord,60,1,1,Good condition,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,3500.0,La Marsa,160,2,1,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no
apartment,1200.0,La Soukra,90,1,1,New,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,1200.0,Avenue Khezama,100,2,1,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1600.0,Avenue Khezama,180,3,1,New,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,850.0,Avenue Khezama,67,1,1,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,650.0,Sahloul,65,1,1,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,1700.0,Les Berges Du Lac 1,90,2,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no
house,2800.0,Avenue Khezama,400,4,3,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,no
apartment,900.0,Khezama Ouest,75,1,1,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,1850.0,La Soukra,130,3,3,New,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,1050.0,La Soukra,65,1,1,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1100.0,Les Jardins de Carthage,75,1,1,New,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,2700.0,La Soukra,200,4,3,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,10000.0,Carthage,800,4,6,Good condition,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,yes
apartment,2300.0,Sidi Bousaid,100,2,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no
apartment,1600.0,La Marsa,70,1,1,Good condition,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no
apartment,2000.0,Sidi Bousaid,100,2,3,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no
house,2500.0,Les Jardins de Carthage,180,3,3,New,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no
apartment,1400.0,Les Jardins de Carthage,80,1,1,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,3100.0,Les Jardins de Carthage,128,2,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no
house,1400.0,Chotrana 1,90,2,1,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,1200.0,Cité Erriadh,110,2,1,Good condition,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1450.0,Mutuelle Ville,85,2,1,Good condition,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no
house,1800.0,Mutuelle Ville,120,3,2,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
apartment,1500.0,Mutuelle Ville,90,2,1,Good condition,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
house,3000.0,Cité El Wafa,220,3,3,Good condition,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,yes,no
apartment,4500.0,Les Berges Du Lac 2,250,4,3,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,1400.0,Les Berges Du Lac 1,140,3,2,Good condition,yes,no,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no
house,4100.0,Les Jardins de Carthage,250,5,5,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,950.0,Nabeul,150,4,2,Good condition,yes,no,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
apartment,1500.0,Ain Zaghouan Nord,60,1,1,New,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2600.0,Les Berges Du Lac 2,200,3,3,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no
house,5000.0,Les Berges Du Lac 2,400,3,3,Good condition,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no
house,3800.0,La Marsa,200,3,2,Good condition,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no
apartment,1850.0,Cité Du Stade,50,1,1,New,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,2800.0,Gammarth,140,2,2,Good condition,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,2200.0,Ain Zaghouan Nord,120,3,2,New,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,7000.0,Gammarth Supérieur,600,5,5,Good condition,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
apartment,2200.0,Ain Zaghouan Nord,120,2,1,New,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1150.0,La Soukra,65,1,1,New,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1900.0,La Marsa,56,1,1,Good condition,yes,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no
apartment,2200.0,Ain Zaghouan Nord,70,1,1,New,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no
house,4000.0,Hammamet Sud,450,5,3,New,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,no
apartment,1250.0,Mutuelle Ville,100,3,1,Good condition,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,2700.0,Les Berges Du Lac 2,180,3,2,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,1450.0,Les Jardins de Carthage,135,2,1,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
house,800.0,La Soukra,75,2,1,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,3900.0,La Marsa,280,4,3,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1400.0,Aouina,180,3,2,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,5500.0,Les Berges Du Lac 1,210,4,3,New,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
house,950.0,Aouina,75,2,1,Good condition,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2500.0,Gammarth,130,2,2,Good condition,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no
house,6500.0,Gammarth,250,4,3,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no
house,900.0,Cité El Khalil,200,2,1,Good condition,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2500.0,Gammarth,140,2,2,New,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no
house,2300.0,La Marsa,135,2,1,Good condition,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no
apartment,1600.0,La Marsa,70,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,1600.0,La Marsa,75,1,1,Good condition,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no
apartment,4000.0,Les Berges Du Lac 2,100,1,2,New,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no
apartment,1500.0,La Soukra,120,2,1,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,1600.0,Salambo,150,3,1,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,2300.0,La Soukra,300,4,2,Good condition,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no
apartment,2200.0,Les Jardins de Carthage,100,2,1,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no
house,1050.0,Aouina,140,3,2,Good condition,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,950.0,Aouina,85,2,1,Good condition,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,700.0,Salambo,64,1,1,Good condition,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no
apartment,950.0,Aouina,64,1,1,Good condition,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1300.0,Aouina,130,2,1,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
house,950.0,Salambo,90,2,1,Good condition,yes,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no
apartment,880.0,Aouina,60,1,1,Good condition,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no
house,1300.0,Cité des Juges,90,2,1,Good condition,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no
apartment,750.0,Aouina,55,1,1,Good condition,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1050.0,Cité El Khalil,90,2,1,Good condition,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1050.0,Cité El Khalil,90,2,1,Good condition,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1000.0,Cité de la Plage,70,1,1,New,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2000.0,Les Berges Du Lac 2,130,3,2,Good condition,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,4200.0,Les Berges Du Lac 2,220,4,3,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no
apartment,6500.0,Gammarth Supérieur,250,4,4,New,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes
apartment,3100.0,Les Jardins de Carthage,160,3,2,New,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no
house,6000.0,Gammarth,220,3,3,Good condition,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,yes,no,no,no,yes,yes,yes,yes,no
apartment,2500.0,Les Berges Du Lac 2,140,3,3,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no
apartment,5500.0,La Marsa,140,3,2,Good condition,yes,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no
house,5500.0,Mutuelle Ville,400,4,3,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
house,2700.0,La Soukra,160,3,2,Good condition,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
house,1600.0,Hammamet Nord,120,2,1,New,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,800.0,Ain Zaghouan Nord,50,1,1,Good condition,yes,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no
house,1200.0,Raoued,120,2,1,New,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,yes,no
apartment,880.0,Aouina,60,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no
apartment,3500.0,Les Berges Du Lac 2,230,3,2,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes
house,3500.0,La Marsa,150,4,1,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,900.0,Les Jardins de Carthage,75,1,1,Good condition,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,650.0,Avenue Khezama,85,1,1,Good condition,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,1100.0,Chotrana 1,90,1,1,New,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,1500.0,Avenue Khezama,100,2,1,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,900.0,Avenue Khezama,80,3,1,Good condition,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1200.0,Carthage,80,1,1,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no
house,1050.0,Aouina,95,3,1,Good condition,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,900.0,La Manouba,90,2,1,New,no,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
house,700.0,Salambo,65,1,1,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2500.0,Sidi Bousaid,90,2,2,New,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes
apartment,1250.0,Bhar Lazreg,160,3,3,New,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1200.0,Sahloul,133,2,1,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no
house,6000.0,Sidi Bousaid,690,3,2,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1500.0,Sidi Daoued,150,1,1,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
house,3800.0,Hammamet,430,4,2,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
house,8000.0,La Marsa,1000,4,4,Good condition,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no
apartment,3400.0,Gammarth,140,3,1,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,4500.0,Mutuelle Ville,600,3,4,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,3700.0,La Marsa,120,2,2,New,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no
apartment,2000.0,La Marsa,80,1,1,New,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no
apartment,3200.0,La Marsa,130,3,2,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no
apartment,3500.0,La Marsa,120,2,2,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no
apartment,1700.0,La Marsa,60,1,1,New,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no
